01/09/2015|00:00|1506234|1537042|1523766|1536656|1529530|1536656|1533740|1536656|1534191|1535148|1534191|1535148|1535730|1537042|1535596|1537042|3021190|3132124|3016408|3127236|3083952|3127236|3105934|3132124|3126428|3132124|3132124|3213892
01/09/2015|01:00|1506864|1537684|1524408|1537298|1530166|1537298|1534382|1537298|1534833|1535790|1534833|1535790|1536372|1537684|1536238|1537684|3022534|3133516|3017752|3128628|3085344|3128628|3107278|3133516|3127820|3133516|3133516|3215308
01/09/2015|02:00|1507490|1538322|1525046|1537936|1530798|1537936|1535020|1537936|1535471|1536428|1535471|1536428|1537010|1538322|1536876|1538322|3023865|3134895|3019083|3130007|3086723|3130007|3108623|3134895|3129199|3134895|3134895|3216724
01/09/2015|03:00|1508114|1538949|1525682|1538572|1531428|1538572|1535656|1538572|1536107|1537064|1536107|1537064|1537646|1538958|1537512|1538958|3025185|3136263|3020403|3131375|3088091|3131375|3109967|3136263|3130567|3136263|3136263|3218140
01/09/2015|04:00|1508737|1539585|1526317|1539208|1532057|1539208|1536291|1539208|1536742|1537700|1536742|1537700|1538281|1539594|1538147|1539594|3026511|3137637|3021729|3132749|3089465|3132749|3111317|3137637|3131941|3137637|3137637|3219556
01/09/2015|05:00|1509277|1540132|1526867|1539758|1532602|1539758|1536841|1539758|1537292|1538250|1537292|1538250|1538831|1540144|1538697|1540144|3027853|3139027|3023071|3134139|3090855|3134139|3112683|3139027|3133331|3139027|3139027|3220972
01/09/2015|06:00|1509969|1540841|1527573|1540464|1533300|1540464|1537547|1540464|1537998|1538956|1537998|1538956|1539537|1540850|1539403|1540850|3029194|3140419|3024412|3135531|3092246|3135531|3114051|3140419|3134723|3140419|3140419|3222388
01/09/2015|07:00|1510593|1541485|1528209|1541100|1533930|1541100|1538183|1541100|1538634|1539592|1538634|1539592|1540173|1541486|1540039|1541486|3030522|3141811|3025740|3136923|3093625|3136923|3115419|3141811|3136115|3141811|3141811|3223804
01/09/2015|08:00|1511216|1542114|1528845|1541736|1534559|1541736|1538819|1541736|1539270|1540228|1539270|1540228|1540809|1542122|1540675|1542122|3031830|3143203|3027048|3138315|3094982|3138315|3116787|3143203|3137507|3143203|3143203|3225220
01/09/2015|09:00|1511816|1542714|1529469|1542360|1535176|1542360|1539443|1542360|1539894|1540852|1539894|1540852|1541433|1542746|1541299|1542746|3033083|3144557|3028301|3139669|3096299|3139669|3118117|3144557|3138861|3144557|3144557|3226636
01/09/2015|10:00|1512450|1543382|1530108|1542999|1535807|1542999|1540082|1542999|1540533|1541491|1540533|1541491|1542072|1543385|1541938|1543385|3034371|3145945|3029589|3141057|3097660|3141057|3119481|3145945|3140249|3145945|3145945|3228052
01/09/2015|12:00|1513700|1544669|1531392|1544283|1537080|1544283|1541366|1544283|1541817|1542775|1541817|1542775|1543356|1544669|1543222|1544669|3036945|3148725|3032163|3143837|3100376|3143837|3122207|3148725|3143029|3148725|3148725|3230884
01/09/2015|14:00|1514964|1545951|1532671|1545565|1538356|1545565|1542647|1545565|1543099|1544057|1543099|1544057|1544638|1545951|1544504|1545951|3039549|3151493|3034767|3146605|3103077|3146605|3124926|3151493|3145797|3151493|3151493|3233716
01/09/2015|16:00|1516227|1547232|1533953|1546847|1539636|1546847|1543929|1546847|1544381|1545339|1544381|1545339|1545920|1547233|1545786|1547233|3042136|3154242|3037354|3149354|3105726|3149354|3127626|3154242|3148546|3154242|3154242|3236548
01/09/2015|17:00|1516861|1547875|1534595|1547489|1540276|1547489|1544571|1547489|1545023|1545981|1545023|1545981|1546562|1547875|1546428|1547875|3043339|3155536|3038557|3150648|3106970|3150648|3128897|3155536|3149840|3155536|3155536|3237882
01/09/2015|19:00|1518123|1549159|1535879|1548773|1541559|1548773|1545855|1548773|1546307|1547265|1546307|1547265|1547846|1549159|1547712|1549159|3046073|3158367|3041291|3153479|3109800|3153479|3131679|3158367|3152671|3158367|3158367|3240795
01/09/2015|20:00|1518759|1549801|1536521|1549415|1542201|1549415|1546497|1549415|1546949|1547907|1546949|1547907|1548488|1549801|1548354|1549801|3047439|3159759|3042657|3154871|3111190|3154871|3133047|3159759|3154063|3159759|3159759|3242211
01/09/2015|21:00|1519395|1550443|1537163|1550057|1542843|1550057|1547139|1550057|1547591|1548549|1547591|1548549|1549130|1550443|1548996|1550443|3048798|3161148|3044016|3156260|3112574|3156260|3134412|3161148|3155452|3161148|3161148|3243627
01/09/2015|22:00|1520031|1551084|1537805|1550699|1543485|1550699|1547781|1550699|1548233|1549191|1548233|1549191|1549772|1551085|1549638|1551085|3050163|3162540|3045381|3157652|3113963|3157652|3135780|3162540|3156844|3162540|3162540|3245043
01/09/2015|23:00|1520667|1551727|1538447|1551341|1544127|1551341|1548423|1551341|1548875|1549833|1548875|1549833|1550414|1551727|1550280|1551727|3051531|3163932|3046749|3159044|3115355|3159044|3137148|3163932|3158236|3163932|3163932|3246459
02/09/2015|00:00|1521302|1552363|1539089|1551983|1544768|1551983|1549065|1551983|1549517|1550475|1549517|1550475|1551056|1552369|1550922|1552369|3052899|3165324|3048117|3160436|3116747|3160436|3138516|3165324|3159628|3165324|3165324|3247875
02/09/2015|01:00|1521938|1553011|1539731|1552625|1545410|1552625|1549707|1552625|1550159|1551117|1550159|1551117|1551698|1553011|1551564|1553011|3054267|3166716|3049485|3161828|3118139|3161828|3139884|3166716|3161020|3166716|3166716|3249291
02/09/2015|02:00|1522574|1553653|1540373|1553267|1546052|1553267|1550349|1553267|1550801|1551759|1550801|1551759|1552340|1553653|1552206|1553653|3055635|3168108|3050853|3163220|3119531|3163220|3141252|3168108|3162412|3168108|3168108|3250707
02/09/2015|03:00|1523210|1554293|1541015|1553909|1546694|1553909|1550991|1553909|1551443|1552401|1551443|1552401|1552982|1554295|1552848|1554295|3057003|3169500|3052221|3164612|3120923|3164612|3142620|3169500|3163804|3169500|3169500|3252123
02/09/2015|04:00|1523845|1554937|1541656|1554551|1547335|1554551|1551632|1554551|1552084|1553043|1552084|1553043|1553623|1554937|1553489|1554937|3058371|3170892|3053589|3166004|3122315|3166004|3143988|3170892|3165196|3170892|3170892|3253539
02/09/2015|05:00|1524396|1555494|1542213|1555108|1547892|1555108|1552189|1555108|1552641|1553600|1552641|1553600|1554180|1555494|1554046|1555494|3059739|3172284|3054957|3167396|3123707|3167396|3145356|3172284|3166588|3172284|3172284|3254955
02/09/2015|06:00|1525116|1556215|1542939|1555834|1548618|1555834|1552915|1555834|1553367|1554326|1553367|1554326|1554906|1556220|1554772|1556220|3061106|3173676|3056324|3168788|3125099|3168788|3146724|3173676|3167980|3173676|3173676|3256371
02/09/2015|07:00|1525751|1556862|1543581|1556476|1549259|1556476|1553557|1556476|1554009|1554968|1554009|1554968|1555548|1556862|1555414|1556862|3062472|3175068|3057690|3170180|3126491|3170180|3148092|3175068|3169372|3175068|3175068|3257787
02/09/2015|08:00|1526379|1557502|1544221|1557116|1549894|1557116|1554197|1557116|1554649|1555608|1554649|1555608|1556187|1557502|1556054|1557502|3063793|3176460|3059011|3171572|3127836|3171572|3149460|3176460|3170764|3176460|3176460|3259203
02/09/2015|09:00|1527004|1558141|1544863|1557758|1550530|1557758|1554839|1557758|1555291|1556250|1555291|1556250|1556829|1558144|1556696|1558144|3065113|3177851|3060331|3172963|3129181|3172963|3150827|3177851|3172155|3177851|3177851|3260619
02/09/2015|10:00|1527629|1558774|1545502|1558397|1551162|1558397|1555478|1558397|1555930|1556889|1555930|1556889|1557468|1558783|1557335|1558783|3066440|3179243|3061658|3174355|3130544|3174355|3152195|3179243|3173536|3179243|3179243|3262035
02/09/2015|11:00|1528240|1559382|1546140|1559027|1551795|1559036|1556117|1559036|1556569|1557528|1556569|1557528|1558107|1559422|1557974|1559422|3067780|3180635|3062998|3175747|3131908|3175747|3153563|3180635|3174928|3180635|3180635|3263451
02/09/2015|12:00|1528888|1560058|1546778|1559676|1552434|1559676|1556757|1559676|1557209|1558168|1557209|1558168|1558747|1560062|1558614|1560062|3069119|3182027|3064337|3177139|3133273|3177139|3154931|3182027|3176320|3182027|3182027|3264867
