
01/07/2015|00:00|685079|702710|694641|702349|698661|702349|700844|702349|701396|702287|701396|702287|701832|702735|701837|702735|1340341|1366467|1339919|1366045|1358765|1366045|1362537|1366467|1362925|1366467|1366467|1390390
01/07/2015|01:00|685726|703370|695295|703003|699309|703003|701498|703003|702050|702941|702050|702941|702486|703389|702491|703389|1341661|1367859|1341239|1367437|1360109|1367437|1363929|1367859|1364317|1367859|1367859|1391806
01/07/2015|02:00|686356|704011|695949|703653|699957|703657|702152|703657|702704|703595|702704|703595|703139|704043|703145|704043|1343023|1369251|1342601|1368829|1361481|1368829|1365321|1369251|1365709|1369251|1369251|1393222
01/07/2015|03:00|686997|704665|696603|704307|700605|704311|702806|704311|703358|704249|703358|704249|703792|704697|703799|704697|1344415|1370643|1343993|1370221|1362873|1370221|1366713|1370643|1367101|1370643|1370643|1394638
01/07/2015|04:00|687642|705323|697256|704964|701252|704965|703459|704965|704011|704903|704011|704903|704445|705351|704452|705351|1345807|1372035|1345385|1371613|1364265|1371613|1368105|1372035|1368493|1372035|1372035|1396054
01/07/2015|05:00|688191|705896|697802|705511|701797|705514|704011|705517|704563|705455|704563|705455|704997|705903|705004|705903|1347199|1373427|1346777|1373005|1365657|1373005|1369497|1373427|1369885|1373427|1373427|1397470
01/07/2015|06:00|688891|706600|698539|706241|702522|706248|704742|706248|705294|706186|705294|706186|705728|706634|705735|706634|1348591|1374819|1348169|1374397|1367049|1374397|1370889|1374819|1371277|1374819|1374819|1398886
01/07/2015|07:00|689530|707258|699193|706900|703169|706902|705396|706902|705948|706840|705948|706840|706382|707288|706389|707288|1349982|1376211|1349560|1375789|1368440|1375789|1372281|1376211|1372669|1376211|1376211|1400302
01/07/2015|08:00|690123|707881|699785|707495|703761|707495|706022|707516|706585|707478|706585|707478|707019|707926|707026|707926|1351357|1377591|1350935|1377169|1369815|1377169|1373661|1377591|1374049|1377591|1377591|1401718
01/07/2015|09:00|690757|708518|700458|708160|704421|708169|706661|708169|707213|708107|707213|708107|707647|708555|707654|708555|1352701|1378947|1352279|1378525|1371159|1378525|1375017|1378947|1375405|1378947|1378947|1403134
01/07/2015|13:00|693331|711137|703067|710778|707026|710779|709270|710779|709822|710717|709822|710717|710256|711165|710263|711165|1358116|1384492|1357694|1384070|1376682|1384070|1380561|1384492|1380946|1384492|1384492|1408778
